gen,fit,rec,size,wires
780,-0.006381,7,13,109
781,-0.006381,7,13,109
782,-0.006381,7,13,109
783,-0.006381,7,13,109
784,-0.006381,7,13,109
785,-0.006381,7,13,109
786,-0.006381,7,13,109
787,-0.006381,7,13,109
788,-0.006381,7,13,109
789,-0.006381,7,13,109
790,-0.006381,7,13,109
791,-0.006381,7,13,109
792,-0.006381,7,13,109
793,-0.006381,7,13,109
794,-0.006381,7,13,109
795,-0.006381,7,13,109
796,-0.006381,7,13,109
797,-0.006381,7,13,109
798,-0.006381,7,13,109
799,-0.006381,7,13,109
800,-0.006381,7,13,109
801,-0.006381,7,13,109
802,-0.006381,7,13,109
803,-0.006381,7,13,109
804,-0.006381,7,13,109
805,-0.006381,7,13,109
806,-0.006381,7,13,109
807,-0.006381,7,13,109
808,-0.006381,7,13,109
809,-0.006381,7,13,109
810,-0.006381,7,13,109
811,-0.006381,7,13,109
812,-0.006381,7,13,109
813,-0.006381,7,13,109
814,-0.006381,7,13,109
815,-0.006381,7,13,109
816,-0.006381,7,13,109
817,-0.006381,7,13,109
818,-0.006381,7,13,109
819,-0.006381,7,13,109
820,-0.006381,7,13,109
821,-0.006381,7,13,109
822,-0.006381,7,13,109
823,-0.006381,7,13,109
824,-0.006381,7,13,109
825,-0.006381,7,13,109
826,-0.006381,7,13,109
827,-0.006381,7,13,109
828,-0.006381,7,13,109
829,-0.006381,7,13,109
830,-0.006381,7,13,109
831,-0.006381,7,13,109
832,-0.006381,7,13,109
833,-0.006381,7,13,109
834,-0.006381,7,13,109
835,-0.006381,7,13,109
836,-0.006381,7,13,109
837,-0.006381,7,13,109
838,-0.006381,7,13,109
839,-0.006381,7,13,109
840,-0.006381,7,13,109
841,-0.006381,7,13,109
842,-0.006381,7,13,109
843,-0.006381,7,13,109
844,-0.006381,7,13,109
845,-0.006381,7,13,109
846,-0.006381,7,13,109
847,-0.006381,7,13,109
848,-0.006381,7,13,109
849,-0.006381,7,13,109
850,-0.006381,7,13,109
851,-0.006381,7,13,109
852,-0.006381,7,13,109
853,-0.006381,7,13,109
854,-0.006381,7,13,109
855,-0.006381,7,13,109
856,-0.006381,7,13,109
857,-0.006381,7,13,109
858,-0.006381,7,13,109
859,-0.006381,7,13,109
860,-0.006381,7,13,109
861,-0.006381,7,13,109
862,-0.006381,7,13,109
863,-0.006381,7,13,109
864,-0.006381,7,13,109
865,-0.006381,7,13,109
866,-0.006381,7,13,109
867,-0.006381,7,13,109
868,-0.006381,7,13,109
869,-0.006381,7,13,109
870,-0.006381,7,13,109
871,-0.006381,7,13,109
872,-0.006381,7,13,109
873,-0.006381,7,13,109
874,-0.006381,7,13,109
875,-0.006381,7,13,109
876,-0.006381,7,13,109
877,-0.006381,7,13,109
878,-0.006381,7,13,109
879,-0.006381,7,13,109
880,-0.006381,7,13,109
881,-0.006381,7,13,109
882,-0.006381,7,13,109
883,-0.006381,7,13,109
884,-0.006381,7,13,109
885,-0.006381,7,13,109
886,-0.006381,7,13,109
887,-0.006371,11,13,120
888,-0.006371,11,13,120
889,-0.006371,11,13,120
890,-0.006371,11,13,120
891,-0.006371,11,13,120
892,-0.006371,11,13,120
893,-0.006371,11,13,120
894,-0.006371,11,13,120
895,-0.006371,11,13,120
896,-0.006371,11,13,120
897,-0.006371,11,13,120
898,-0.006371,11,13,120
899,-0.006371,11,13,120
900,-0.006371,11,13,120
901,-0.006371,11,13,120
902,-0.006371,11,13,120
903,-0.006371,11,13,120
904,-0.006354,11,13,116
905,-0.006354,11,13,116
906,-0.006354,11,13,116
907,-0.006354,11,13,116
908,-0.006354,11,13,116
909,-0.006354,11,13,116
910,-0.006354,11,13,116
911,-0.006354,11,13,116
912,-0.006354,11,13,116
913,-0.006354,11,13,116
914,-0.006354,11,13,116
915,-0.006354,11,13,116
916,-0.006354,11,13,116
917,-0.006354,11,13,116
918,-0.006354,11,13,116
919,-0.006354,11,13,116
920,-0.006354,11,13,116
921,-0.006354,11,13,116
922,-0.006354,11,13,116
923,-0.006354,11,13,116
924,-0.006354,11,13,116
925,-0.006354,11,13,116
926,-0.006354,11,13,116
927,-0.006354,11,13,116
928,-0.006354,11,13,116
929,-0.006354,11,13,116
930,-0.006354,11,13,116
931,-0.006354,11,13,116
932,-0.006354,11,13,116
933,-0.006354,11,13,116
934,-0.006354,11,13,116
935,-0.006354,11,13,116
936,-0.006354,11,13,116
937,-0.006354,11,13,116
938,-0.006354,11,13,116
939,-0.006354,11,13,116
940,-0.006354,11,13,116
941,-0.006354,11,13,116
942,-0.006354,11,13,116
943,-0.006354,11,13,116
944,-0.006354,11,13,116
945,-0.006354,11,13,116
946,-0.006354,11,13,116
947,-0.006275,12,13,125
948,-0.006275,12,13,125
949,-0.006275,12,13,125
950,-0.006275,12,13,125
951,-0.006275,12,13,125
952,-0.006275,12,13,125
953,-0.006275,12,13,125
954,-0.006275,12,13,125
955,-0.006275,12,13,125
956,-0.006275,12,13,125
957,-0.006275,12,13,125
958,-0.006275,12,13,125
959,-0.006275,12,13,125
960,-0.006275,12,13,125
961,-0.006275,12,13,125
962,-0.006275,12,13,125
963,-0.006275,12,13,125
964,-0.006275,12,13,125
965,-0.006275,12,13,125
966,-0.006275,12,13,125
967,-0.006275,12,13,125
968,-0.006275,12,13,125
969,-0.006275,12,13,125
970,-0.006275,12,13,125
971,-0.006275,12,13,125
972,-0.006275,12,13,125
973,-0.006275,12,13,125
974,-0.006275,12,13,125
975,-0.006275,12,13,125
976,-0.006275,12,13,125
977,-0.006275,12,13,125
978,-0.006275,12,13,125
979,-0.006275,12,13,125
980,-0.006275,12,13,125
981,-0.006275,12,13,125
982,-0.006275,12,13,125
983,-0.006275,12,13,125
984,-0.006275,12,13,125
985,-0.006275,12,13,125
986,-0.006275,12,13,125
987,-0.006275,12,13,125
988,-0.006275,12,13,125
989,-0.006275,12,13,125
990,-0.006275,12,13,125
991,-0.006275,12,13,125
992,-0.006275,12,13,125
993,-0.006275,12,13,125
